Date,22197,84077,84879,85099B,85123A
2020-04-30,142.0,114.0,25.0,0.0,19.0
2020-05-01,125.0,150.0,54.0,0.0,0.0
2020-05-02,393.0,189.0,2.0,70.0,0.0
2020-05-03,169.0,82.0,74.0,71.0,0.0
2020-05-04,305.0,140.0,0.0,94.0,0.0
2020-05-05,55.0,253.0,136.0,0.0,0.0
2020-05-06,188.0,37.0,15.0,0.0,0.0
2020-05-07,318.0,146.0,0.0,152.0,0.0
2020-05-08,241.0,194.0,0.0,135.0,311.0
2020-05-09,230.0,220.0,71.0,134.0,0.0
2020-05-10,176.0,379.0,242.0,14.0,312.0
2020-05-11,267.0,94.0,0.0,40.0,0.0
2020-05-12,98.0,80.0,0.0,0.0,0.0
2020-05-13,169.0,127.0,98.0,0.0,0.0
2020-05-14,268.0,252.0,196.0,60.0,0.0
2020-05-15,219.0,182.0,114.0,331.0,0.0
2020-05-16,356.0,145.0,78.0,29.0,122.0
2020-05-17,227.0,224.0,67.0,145.0,0.0
2020-05-18,273.0,185.0,2.0,16.0,0.0
2020-05-19,106.0,69.0,0.0,0.0,0.0
2020-05-20,244.0,60.0,0.0,0.0,0.0
2020-05-21,229.0,150.0,60.0,89.0,0.0
2020-05-22,270.0,242.0,27.0,30.0,3.0
2020-05-23,247.0,136.0,42.0,84.0,0.0
2020-05-24,365.0,240.0,13.0,91.0,0.0
2020-05-25,231.0,390.0,219.0,0.0,0.0
2020-05-26,111.0,17.0,0.0,0.0,0.0
2020-05-27,227.0,31.0,0.0,0.0,0.0
2020-05-28,165.0,255.0,171.0,0.0,0.0
2020-05-29,230.0,202.0,0.0,70.0,81.0
2020-05-30,205.0,283.0,0.0,247.0,7.0
2020-05-31,170.0,262.0,14.0,0.0,0.0
2020-06-01,759.0,117.0,0.0,0.0,0.0
2020-06-02,104.0,162.0,0.0,0.0,0.0
2020-06-03,44.0,15.0,0.0,0.0,0.0
2020-06-04,212.0,71.0,0.0,33.0,63.0
2020-06-05,144.0,100.0,289.0,5.0,0.0
2020-06-06,223.0,133.0,0.0,90.0,0.0
2020-06-07,161.0,64.0,61.0,367.0,0.0
2020-06-08,173.0,35.0,0.0,0.0,0.0
2020-06-09,73.0,140.0,0.0,0.0,0.0
2020-06-10,150.0,426.0,0.0,0.0,0.0
2020-06-11,148.0,209.0,17.0,75.0,25.0
2020-06-12,179.0,195.0,0.0,52.0,0.0
2020-06-13,381.0,86.0,0.0,0.0,0.0
2020-06-14,185.0,0.0,49.0,15.0,0.0
2020-06-15,103.0,149.0,6.0,150.0,0.0
2020-06-16,64.0,163.0,0.0,0.0,0.0
2020-06-17,98.0,210.0,0.0,229.0,0.0
2020-06-18,152.0,61.0,5.0,153.0,194.0
2020-06-19,241.0,153.0,0.0,397.0,0.0
2020-06-20,714.0,112.0,0.0,87.0,0.0
2020-06-21,298.0,79.0,48.0,39.0,0.0
2020-06-22,223.0,47.0,0.0,209.0,0.0
2020-06-23,51.0,0.0,0.0,0.0,0.0
2020-06-24,238.0,40.0,0.0,276.0,0.0
2020-06-25,185.0,34.0,0.0,112.0,0.0
2020-06-26,197.0,36.0,0.0,31.0,0.0
2020-06-27,211.0,182.0,69.0,133.0,0.0
2020-06-28,163.0,353.0,97.0,43.0,0.0
2020-06-29,768.0,417.0,0.0,15.0,0.0
2020-06-30,66.0,7.0,0.0,0.0,0.0
2020-07-01,144.0,109.0,0.0,0.0,0.0
2020-07-02,1100.0,116.0,0.0,125.0,0.0
2020-07-03,212.0,320.0,164.0,120.0,0.0
2020-07-04,265.0,157.0,20.0,197.0,0.0
2020-07-05,189.0,144.0,106.0,102.0,0.0
2020-07-06,267.0,70.0,0.0,0.0,0.0
2020-07-07,117.0,163.0,0.0,0.0,0.0
2020-07-08,313.0,140.0,0.0,251.0,0.0
2020-07-09,172.0,227.0,0.0,495.0,0.0
2020-07-10,290.0,126.0,0.0,454.0,1.0
2020-07-11,206.0,143.0,143.0,0.0,0.0
2020-07-12,120.0,181.0,67.0,5.0,0.0
2020-07-13,255.0,204.0,0.0,0.0,0.0
2020-07-14,15.0,107.0,0.0,0.0,0.0
2020-07-15,250.0,44.0,0.0,0.0,0.0
2020-07-16,194.0,121.0,36.0,0.0,0.0
2020-07-17,230.0,235.0,25.0,0.0,7.0
2020-07-18,420.0,226.0,0.0,100.0,25.0
2020-07-19,231.0,296.0,0.0,11.0,0.0
2020-07-20,252.0,246.0,0.0,168.0,0.0
2020-07-21,199.0,134.0,0.0,0.0,0.0
2020-07-22,129.0,74.0,0.0,0.0,0.0
2020-07-23,131.0,211.0,0.0,0.0,0.0
2020-07-24,397.0,363.0,353.0,21.0,37.0
2020-07-25,186.0,197.0,77.0,404.0,0.0
2020-07-26,298.0,163.0,0.0,254.0,0.0
2020-07-27,247.0,172.0,211.0,0.0,0.0
2020-07-28,0.0,245.0,0.0,86.0,0.0
2020-07-29,171.0,97.0,0.0,0.0,0.0
2020-07-30,161.0,95.0,116.0,48.0,0.0
2020-07-31,753.0,94.0,0.0,401.0,0.0
2020-08-01,196.0,226.0,94.0,512.0,0.0
2020-08-02,184.0,87.0,235.0,237.0,0.0
2020-08-03,207.0,81.0,35.0,132.0,0.0
2020-08-04,12.0,0.0,0.0,0.0,0.0
2020-08-05,125.0,397.0,0.0,15.0,0.0
2020-08-06,288.0,314.0,0.0,85.0,0.0
2020-08-07,160.0,124.0,53.0,185.0,14.0
2020-08-08,172.0,84.0,16.0,69.0,0.0
2020-08-09,146.0,147.0,68.0,532.0,0.0
2020-08-10,97.0,72.0,0.0,946.0,0.0
2020-08-11,59.0,0.0,75.0,85.0,0.0
2020-08-12,189.0,135.0,0.0,121.0,0.0
2020-08-13,224.0,68.0,27.0,145.0,0.0
2020-08-14,221.0,175.0,30.0,455.0,5.0
2020-08-15,228.0,27.0,0.0,261.0,0.0
2020-08-16,191.0,87.0,87.0,300.0,0.0
2020-08-17,254.0,162.0,0.0,93.0,0.0
2020-08-18,118.0,68.0,0.0,46.0,0.0
2020-08-19,255.0,132.0,3.0,281.0,0.0
2020-08-20,485.0,122.0,85.0,63.0,0.0
2020-08-21,170.0,156.0,135.0,201.0,0.0
2020-08-22,270.0,235.0,0.0,266.0,0.0
2020-08-23,191.0,411.0,38.0,0.0,94.0
2020-08-24,222.0,134.0,0.0,5.0,0.0
2020-08-25,15.0,63.0,0.0,0.0,0.0
2020-08-26,167.0,109.0,0.0,117.0,0.0
2020-08-27,266.0,169.0,0.0,195.0,0.0
2020-08-28,253.0,228.0,42.0,154.0,0.0
2020-08-29,187.0,146.0,197.0,89.0,0.0
2020-08-30,238.0,204.0,102.0,-0.0,0.0
2020-08-31,222.0,43.0,28.0,33.0,0.0
2020-09-01,107.0,124.0,0.0,0.0,0.0
2020-09-02,134.0,426.0,0.0,0.0,0.0
2020-09-03,160.0,211.0,0.0,15.0,0.0
2020-09-04,218.0,230.0,0.0,115.0,0.0
2020-09-05,240.0,118.0,0.0,264.0,0.0
2020-09-06,291.0,194.0,74.0,61.0,0.0
2020-09-07,295.0,237.0,0.0,0.0,0.0
2020-09-08,291.0,24.0,134.0,0.0,0.0
2020-09-09,208.0,577.0,0.0,0.0,0.0
2020-09-10,275.0,183.0,166.0,70.0,0.0
2020-09-11,207.0,148.0,27.0,141.0,0.0
2020-09-12,207.0,124.0,51.0,22.0,24.0
2020-09-13,189.0,490.0,243.0,0.0,0.0
2020-09-14,238.0,102.0,0.0,121.0,0.0
2020-09-15,168.0,210.0,0.0,63.0,0.0
2020-09-16,296.0,195.0,18.0,21.0,0.0
2020-09-17,151.0,139.0,21.0,76.0,0.0
2020-09-18,278.0,133.0,88.0,223.0,0.0
2020-09-19,244.0,221.0,24.0,116.0,0.0
2020-09-20,164.0,268.0,63.0,36.0,0.0
2020-09-21,230.0,120.0,0.0,189.0,0.0
2020-09-22,85.0,129.0,0.0,0.0,0.0
2020-09-23,267.0,110.0,0.0,0.0,0.0
2020-09-24,203.0,87.0,31.0,89.0,298.0
2020-09-25,259.0,173.0,159.0,76.0,0.0
2020-09-26,136.0,245.0,163.0,164.0,234.0
2020-09-27,676.0,175.0,371.0,94.0,0.0
2020-09-28,236.0,163.0,9.0,184.0,0.0
2020-09-29,87.0,249.0,0.0,0.0,0.0
2020-09-30,161.0,332.0,153.0,0.0,0.0
2020-10-01,467.0,177.0,0.0,255.0,0.0
2020-10-02,181.0,227.0,0.0,547.0,0.0
2020-10-03,267.0,174.0,193.0,412.0,0.0
2020-10-04,264.0,209.0,37.0,155.0,88.0
2020-10-05,323.0,180.0,6.0,166.0,0.0
2020-10-06,397.0,165.0,0.0,0.0,0.0
2020-10-07,128.0,467.0,65.0,0.0,0.0
2020-10-08,306.0,158.0,50.0,53.0,0.0
2020-10-09,503.0,143.0,0.0,29.0,0.0
2020-10-10,209.0,189.0,1.0,63.0,0.0
2020-10-11,296.0,170.0,31.0,89.0,0.0
2020-10-12,467.0,199.0,57.0,27.0,0.0
2020-10-13,192.0,76.0,0.0,0.0,0.0
2020-10-14,357.0,157.0,0.0,0.0,0.0
2020-10-15,247.0,238.0,40.0,153.0,3.0
2020-10-16,463.0,109.0,45.0,2.0,0.0
2020-10-17,271.0,99.0,25.0,0.0,0.0
2020-10-18,225.0,86.0,150.0,201.0,0.0
2020-10-19,226.0,97.0,40.0,0.0,0.0
2020-10-20,73.0,27.0,67.0,0.0,0.0
2020-10-21,400.0,118.0,2.0,0.0,0.0
2020-10-22,306.0,195.0,7.0,34.0,0.0
2020-10-23,241.0,191.0,26.0,52.0,0.0
2020-10-24,301.0,194.0,0.0,90.0,0.0
2020-10-25,298.0,370.0,80.0,110.0,127.0
2020-10-26,281.0,202.0,0.0,0.0,30.0
2020-10-27,138.0,147.0,330.0,0.0,0.0
2020-10-28,201.0,180.0,293.0,76.0,0.0
2020-10-29,344.0,262.0,0.0,50.0,0.0
2020-10-30,250.0,196.0,76.0,0.0,0.0
2020-10-31,311.0,240.0,201.0,99.0,24.0
2020-11-01,257.0,252.0,90.0,37.0,9.0
2020-11-02,307.0,470.0,0.0,0.0,0.0
2020-11-03,164.0,215.0,0.0,0.0,0.0
2020-11-04,243.0,182.0,174.0,0.0,0.0
2020-11-05,238.0,213.0,9.0,0.0,0.0
2020-11-06,328.0,222.0,25.0,82.0,24.0
2020-11-07,328.0,276.0,43.0,144.0,28.0
2020-11-08,303.0,126.0,39.0,227.0,0.0
2020-11-09,444.0,170.0,125.0,139.0,0.0
2020-11-10,530.0,113.0,0.0,12.0,0.0
2020-11-11,273.0,46.0,182.0,0.0,0.0
2020-11-12,268.0,152.0,95.0,148.0,38.0
2020-11-13,363.0,266.0,113.0,180.0,20.0
2020-11-14,440.0,229.0,76.0,85.0,0.0
2020-11-15,320.0,176.0,143.0,0.0,8.0
2020-11-16,538.0,288.0,39.0,0.0,0.0
2020-11-17,223.0,127.0,75.0,0.0,0.0
2020-11-18,334.0,326.0,14.0,66.0,0.0
2020-11-19,431.0,225.0,102.0,445.0,57.0
2020-11-20,386.0,148.0,137.0,285.0,20.0
2020-11-21,552.0,522.0,232.0,169.0,0.0
2020-11-22,521.0,133.0,125.0,68.0,23.0
2020-11-23,490.0,166.0,106.0,87.0,0.0
2020-11-24,327.0,51.0,0.0,0.0,0.0
2020-11-25,490.0,149.0,13.0,323.0,8.0
2020-11-26,529.0,144.0,38.0,54.0,0.0
2020-11-27,475.0,192.0,124.0,155.0,56.0
2020-11-28,460.0,269.0,29.0,213.0,0.0
2020-11-29,413.0,229.0,117.0,14.0,57.0
2020-11-30,428.0,469.0,56.0,95.0,0.0
2020-12-01,268.0,159.0,0.0,0.0,0.0
2020-12-02,432.0,473.0,24.0,0.0,0.0
2020-12-03,382.0,302.0,64.0,56.0,19.0
2020-12-04,476.0,150.0,0.0,33.0,0.0
2020-12-05,539.0,219.0,45.0,66.0,0.0
2020-12-06,424.0,153.0,35.0,0.0,0.0
2020-12-07,875.0,65.0,47.0,0.0,0.0
2020-12-08,406.0,117.0,0.0,0.0,0.0
2020-12-09,321.0,321.0,0.0,0.0,0.0
2020-12-10,456.0,174.0,36.0,0.0,0.0
2020-12-11,353.0,278.0,25.0,35.0,0.0
2020-12-12,432.0,258.0,0.0,155.0,0.0
2020-12-13,360.0,230.0,0.0,0.0,0.0
2020-12-14,537.0,178.0,0.0,0.0,0.0
2020-12-15,163.0,0.0,0.0,0.0,0.0
2020-12-16,492.0,140.0,0.0,0.0,0.0
2020-12-17,446.0,330.0,0.0,0.0,0.0
2020-12-18,415.0,507.0,0.0,0.0,0.0
2020-12-19,365.0,164.0,0.0,0.0,0.0
2020-12-20,402.0,218.0,0.0,0.0,0.0
2020-12-21,311.0,172.0,41.0,0.0,0.0
2020-12-22,169.0,133.0,0.0,0.0,0.0
2020-12-23,238.0,169.0,0.0,0.0,0.0
2020-12-24,340.0,208.0,0.0,0.0,0.0
2020-12-25,349.0,264.0,0.0,0.0,0.0
2020-12-26,278.0,55.0,0.0,26.0,0.0
2020-12-27,335.0,500.0,0.0,0.0,0.0
2020-12-28,197.0,423.0,28.0,37.0,0.0
2020-12-29,169.0,253.0,0.0,0.0,0.0
2020-12-30,205.0,86.0,0.0,0.0,0.0
2020-12-31,512.0,119.0,0.0,0.0,0.0
2021-01-01,269.0,197.0,0.0,162.0,0.0
2021-01-02,494.0,114.0,0.0,303.0,0.0
2021-01-03,246.0,118.0,23.0,0.0,0.0
2021-01-04,310.0,90.0,0.0,0.0,0.0
2021-01-05,248.0,274.0,0.0,42.0,0.0
2021-01-06,216.0,99.0,0.0,0.0,0.0
2021-01-07,545.0,194.0,0.0,54.0,0.0
2021-01-08,255.0,97.0,0.0,0.0,0.0
2021-01-09,379.0,132.0,73.0,0.0,0.0
2021-01-10,329.0,240.0,116.0,0.0,0.0
2021-01-11,497.0,181.0,0.0,0.0,0.0
2021-01-12,229.0,64.0,0.0,0.0,0.0
2021-01-13,207.0,141.0,92.0,0.0,0.0
2021-01-14,266.0,123.0,12.0,0.0,0.0
2021-01-15,298.0,358.0,0.0,0.0,0.0
2021-01-16,311.0,485.0,0.0,54.0,0.0
2021-01-17,321.0,197.0,6.0,0.0,0.0
2021-01-18,382.0,84.0,0.0,0.0,165.0
2021-01-19,134.0,174.0,0.0,0.0,0.0
2021-01-20,239.0,138.0,0.0,0.0,0.0
2021-01-21,253.0,275.0,0.0,0.0,0.0
2021-01-22,294.0,161.0,0.0,0.0,0.0
2021-01-23,328.0,140.0,0.0,194.0,0.0
2021-01-24,344.0,206.0,0.0,0.0,0.0
2021-01-25,341.0,52.0,0.0,15.0,0.0
2021-01-26,240.0,104.0,20.0,0.0,0.0
2021-01-27,277.0,123.0,0.0,0.0,0.0
2021-01-28,338.0,136.0,0.0,0.0,0.0
2021-01-29,425.0,97.0,0.0,-0.0,0.0
2021-01-30,514.0,261.0,0.0,0.0,0.0
2021-01-31,285.0,169.0,149.0,0.0,0.0
2021-02-01,307.0,115.0,0.0,30.0,0.0
2021-02-02,307.0,105.0,0.0,96.0,0.0
2021-02-03,214.0,98.0,0.0,0.0,0.0
2021-02-04,299.0,357.0,0.0,174.0,0.0
2021-02-05,366.0,126.0,0.0,203.0,0.0
2021-02-06,126.0,180.0,0.0,29.0,0.0
2021-02-07,454.0,105.0,270.0,0.0,0.0
2021-02-08,383.0,144.0,0.0,0.0,0.0
2021-02-09,238.0,266.0,0.0,0.0,0.0
2021-02-10,236.0,200.0,0.0,0.0,0.0
2021-02-11,799.0,115.0,0.0,0.0,0.0
2021-02-12,321.0,94.0,104.0,0.0,0.0
2021-02-13,336.0,172.0,0.0,0.0,0.0
2021-02-14,394.0,182.0,0.0,96.0,0.0
2021-02-15,336.0,116.0,0.0,0.0,127.0
2021-02-16,172.0,82.0,0.0,0.0,0.0
2021-02-17,384.0,50.0,82.0,0.0,0.0
2021-02-18,430.0,247.0,0.0,106.0,0.0
2021-02-19,486.0,70.0,0.0,0.0,0.0
2021-02-20,355.0,223.0,10.0,334.0,0.0
2021-02-21,497.0,113.0,0.0,56.0,0.0
2021-02-22,339.0,147.0,55.0,232.0,56.0
2021-02-23,306.0,167.0,0.0,0.0,0.0
2021-02-24,389.0,144.0,0.0,0.0,0.0
2021-02-25,368.0,214.0,0.0,26.0,0.0
2021-02-26,452.0,232.0,0.0,40.0,0.0
2021-02-27,348.0,125.0,0.0,0.0,0.0
2021-02-28,440.0,158.0,0.0,81.0,0.0
2021-03-01,448.0,549.0,0.0,0.0,0.0
2021-03-02,343.0,110.0,0.0,0.0,0.0
2021-03-03,334.0,130.0,0.0,0.0,0.0
2021-03-04,399.0,239.0,0.0,0.0,0.0
2021-03-05,422.0,322.0,0.0,0.0,0.0
2021-03-06,377.0,519.0,0.0,0.0,0.0
2021-03-07,492.0,347.0,324.0,24.0,0.0
2021-03-08,510.0,198.0,0.0,38.0,0.0
2021-03-09,220.0,46.0,0.0,0.0,0.0
2021-03-10,244.0,129.0,0.0,40.0,0.0
2021-03-11,410.0,177.0,0.0,0.0,0.0
2021-03-12,290.0,164.0,2.0,0.0,0.0
2021-03-13,338.0,284.0,96.0,27.0,0.0
2021-03-14,376.0,370.0,25.0,0.0,0.0
2021-03-15,384.0,141.0,0.0,0.0,0.0
2021-03-16,195.0,46.0,0.0,0.0,0.0
2021-03-17,346.0,255.0,0.0,0.0,0.0
2021-03-18,804.0,248.0,0.0,296.0,0.0
2021-03-19,227.0,180.0,24.0,0.0,0.0
2021-03-20,531.0,370.0,0.0,127.0,0.0
2021-03-21,506.0,165.0,80.0,32.0,0.0
2021-03-22,511.0,141.0,0.0,10.0,0.0
2021-03-23,319.0,274.0,0.0,214.0,0.0
2021-03-24,316.0,175.0,0.0,0.0,21.0
2021-03-25,287.0,177.0,0.0,57.0,0.0
2021-03-26,486.0,162.0,0.0,0.0,0.0
2021-03-27,395.0,254.0,0.0,115.0,0.0
2021-03-28,285.0,163.0,19.0,53.0,0.0
2021-03-29,333.0,177.0,94.0,59.0,0.0
2021-03-30,391.0,111.0,0.0,0.0,0.0
2021-03-31,224.0,184.0,0.0,191.0,0.0
2021-04-01,309.0,151.0,0.0,248.0,0.0
2021-04-02,270.0,180.0,0.0,58.0,0.0
2021-04-03,348.0,172.0,0.0,186.0,0.0
2021-04-04,324.0,274.0,39.0,0.0,0.0
2021-04-05,286.0,181.0,0.0,0.0,0.0
2021-04-06,168.0,446.0,0.0,0.0,0.0
2021-04-07,359.0,147.0,0.0,0.0,0.0
2021-04-08,410.0,154.0,0.0,0.0,0.0
2021-04-09,367.0,172.0,0.0,0.0,0.0
2021-04-10,469.0,289.0,0.0,10.0,0.0
2021-04-11,368.0,248.0,11.0,173.0,0.0
2021-04-12,301.0,352.0,0.0,0.0,0.0
2021-04-13,260.0,275.0,17.0,0.0,0.0
2021-04-14,289.0,190.0,39.0,0.0,0.0
2021-04-15,289.0,232.0,0.0,245.0,0.0
2021-04-16,425.0,236.0,146.0,0.0,0.0
2021-04-17,312.0,227.0,0.0,0.0,0.0
2021-04-18,314.0,165.0,0.0,0.0,0.0
2021-04-19,379.0,188.0,11.0,0.0,0.0
2021-04-20,161.0,13.0,0.0,0.0,0.0
2021-04-21,146.0,157.0,0.0,0.0,0.0
2021-04-22,304.0,229.0,0.0,0.0,0.0
2021-04-23,264.0,204.0,0.0,0.0,0.0
2021-04-24,243.0,202.0,0.0,25.0,0.0
2021-04-25,259.0,132.0,35.0,0.0,0.0
2021-04-26,200.0,115.0,0.0,0.0,0.0
2021-04-27,283.0,185.0,0.0,0.0,0.0
2021-04-28,241.0,361.0,0.0,0.0,47.0
2021-04-29,291.0,128.0,51.0,81.0,0.0
2021-04-30,355.0,188.0,109.0,0.0,0.0
2021-05-01,522.0,179.0,0.0,0.0,0.0
2021-05-02,403.0,209.0,0.0,305.0,0.0
2021-05-03,462.0,234.0,0.0,0.0,0.0
2021-05-04,174.0,129.0,0.0,0.0,0.0
2021-05-05,282.0,276.0,0.0,0.0,0.0
2021-05-06,431.0,356.0,0.0,0.0,0.0
2021-05-07,342.0,320.0,0.0,56.0,0.0
2021-05-08,353.0,214.0,0.0,115.0,0.0
2021-05-09,379.0,257.0,0.0,0.0,0.0
2021-05-10,376.0,228.0,0.0,0.0,193.0
2021-05-11,269.0,57.0,0.0,0.0,0.0
2021-05-12,281.0,75.0,40.0,0.0,108.0
2021-05-13,303.0,284.0,0.0,235.0,0.0
2021-05-14,338.0,304.0,13.0,0.0,0.0
2021-05-15,433.0,223.0,0.0,316.0,0.0
2021-05-16,346.0,446.0,0.0,0.0,0.0
2021-05-17,378.0,260.0,0.0,0.0,0.0
2021-05-18,304.0,164.0,0.0,0.0,0.0
2021-05-19,423.0,182.0,0.0,106.0,0.0
2021-05-20,236.0,318.0,0.0,0.0,64.0
2021-05-21,295.0,250.0,0.0,0.0,0.0
2021-05-22,427.0,123.0,0.0,100.0,0.0
2021-05-23,380.0,203.0,5.0,0.0,0.0
2021-05-24,478.0,203.0,0.0,57.0,0.0
2021-05-25,183.0,89.0,0.0,0.0,0.0
2021-05-26,359.0,185.0,17.0,0.0,0.0
2021-05-27,354.0,155.0,0.0,0.0,0.0
2021-05-28,358.0,140.0,0.0,0.0,0.0
2021-05-29,223.0,354.0,0.0,50.0,0.0
2021-05-30,238.0,186.0,0.0,0.0,0.0
2021-05-31,312.0,274.0,0.0,50.0,0.0
2021-06-01,119.0,129.0,0.0,0.0,0.0
2021-06-02,391.0,108.0,0.0,0.0,0.0
2021-06-03,278.0,495.0,0.0,37.0,0.0
2021-06-04,312.0,196.0,0.0,0.0,0.0
2021-06-05,278.0,256.0,0.0,18.0,0.0
2021-06-06,490.0,132.0,0.0,19.0,0.0
2021-06-07,295.0,126.0,0.0,447.0,0.0
2021-06-08,170.0,32.0,0.0,0.0,0.0
2021-06-09,215.0,89.0,0.0,45.0,0.0
2021-06-10,754.0,42.0,0.0,116.0,0.0
2021-06-11,303.0,201.0,0.0,54.0,0.0
2021-06-12,390.0,211.0,0.0,24.0,0.0
2021-06-13,378.0,197.0,75.0,346.0,0.0
2021-06-14,646.0,195.0,0.0,0.0,0.0
2021-06-15,240.0,8.0,0.0,0.0,0.0
2021-06-16,324.0,213.0,0.0,176.0,0.0
2021-06-17,401.0,133.0,0.0,147.0,0.0
2021-06-18,442.0,245.0,0.0,3.0,0.0
2021-06-19,421.0,347.0,0.0,302.0,0.0
2021-06-20,304.0,222.0,0.0,7.0,0.0
2021-06-21,322.0,176.0,0.0,7.0,0.0
2021-06-22,216.0,268.0,0.0,0.0,0.0
2021-06-23,285.0,70.0,0.0,0.0,0.0
2021-06-24,358.0,303.0,0.0,187.0,0.0
2021-06-25,380.0,256.0,45.0,204.0,0.0
2021-06-26,231.0,217.0,84.0,52.0,0.0
2021-06-27,457.0,222.0,0.0,0.0,0.0
2021-06-28,353.0,436.0,0.0,50.0,0.0
2021-06-29,125.0,107.0,0.0,0.0,0.0
2021-06-30,505.0,131.0,25.0,0.0,0.0
2021-07-01,294.0,204.0,0.0,174.0,0.0
2021-07-02,312.0,222.0,0.0,188.0,86.0
2021-07-03,304.0,247.0,0.0,344.0,0.0
2021-07-04,300.0,187.0,0.0,0.0,0.0
2021-07-05,360.0,209.0,0.0,0.0,0.0
2021-07-06,147.0,82.0,0.0,0.0,0.0
2021-07-07,1170.0,58.0,41.0,0.0,0.0
2021-07-08,292.0,282.0,0.0,113.0,0.0
2021-07-09,282.0,225.0,0.0,328.0,3.0
2021-07-10,413.0,197.0,0.0,0.0,0.0
2021-07-11,363.0,107.0,0.0,0.0,0.0
2021-07-12,390.0,224.0,0.0,0.0,0.0
2021-07-13,251.0,73.0,0.0,0.0,0.0
2021-07-14,439.0,187.0,0.0,0.0,0.0
2021-07-15,304.0,141.0,0.0,0.0,0.0
2021-07-16,413.0,227.0,0.0,0.0,0.0
2021-07-17,469.0,352.0,75.0,0.0,0.0
2021-07-18,288.0,179.0,0.0,224.0,0.0
2021-07-19,421.0,162.0,0.0,0.0,0.0
2021-07-20,177.0,183.0,0.0,0.0,0.0
2021-07-21,278.0,167.0,0.0,0.0,0.0
2021-07-22,387.0,169.0,0.0,0.0,112.0
2021-07-23,269.0,210.0,127.0,13.0,0.0
2021-07-24,305.0,425.0,0.0,0.0,0.0
2021-07-25,327.0,248.0,0.0,135.0,0.0
2021-07-26,320.0,145.0,0.0,0.0,0.0
2021-07-27,214.0,205.0,0.0,0.0,0.0
2021-07-28,264.0,163.0,0.0,0.0,0.0
2021-07-29,411.0,223.0,38.0,54.0,0.0
2021-07-30,327.0,236.0,172.0,0.0,0.0
2021-07-31,341.0,256.0,0.0,60.0,0.0
2021-08-01,409.0,255.0,21.0,15.0,0.0
2021-08-02,268.0,161.0,0.0,222.0,0.0
2021-08-03,282.0,234.0,0.0,0.0,0.0
2021-08-04,244.0,62.0,0.0,0.0,0.0
2021-08-05,327.0,701.0,0.0,213.0,0.0
2021-08-06,268.0,238.0,0.0,100.0,0.0
2021-08-07,351.0,246.0,0.0,547.0,0.0
2021-08-08,271.0,209.0,37.0,139.0,9.0
2021-08-09,381.0,191.0,0.0,0.0,0.0
2021-08-10,198.0,347.0,0.0,0.0,0.0
2021-08-11,322.0,46.0,0.0,0.0,0.0
2021-08-12,317.0,198.0,0.0,240.0,0.0
2021-08-13,308.0,184.0,0.0,18.0,0.0
2021-08-14,316.0,220.0,146.0,156.0,0.0
2021-08-15,307.0,195.0,0.0,0.0,0.0
2021-08-16,519.0,191.0,0.0,89.0,0.0
2021-08-17,207.0,125.0,0.0,0.0,0.0
2021-08-18,301.0,213.0,0.0,26.0,0.0
2021-08-19,388.0,201.0,0.0,57.0,0.0
2021-08-20,315.0,175.0,0.0,92.0,0.0
2021-08-21,326.0,227.0,0.0,210.0,0.0
2021-08-22,271.0,337.0,0.0,25.0,0.0
2021-08-23,381.0,228.0,0.0,66.0,0.0
2021-08-24,188.0,445.0,-0.0,0.0,0.0
2021-08-25,269.0,256.0,0.0,0.0,0.0
2021-08-26,311.0,225.0,0.0,17.0,0.0
2021-08-27,545.0,285.0,98.0,0.0,0.0
2021-08-28,434.0,99.0,0.0,192.0,0.0
2021-08-29,307.0,194.0,0.0,62.0,0.0
2021-08-30,459.0,316.0,0.0,0.0,0.0
2021-08-31,233.0,234.0,0.0,0.0,0.0
2021-09-01,209.0,151.0,0.0,0.0,0.0
2021-09-02,353.0,191.0,0.0,53.0,0.0
2021-09-03,362.0,236.0,184.0,0.0,0.0
2021-09-04,351.0,191.0,138.0,51.0,0.0
2021-09-05,352.0,174.0,0.0,131.0,0.0
2021-09-06,446.0,515.0,0.0,0.0,0.0
2021-09-07,245.0,41.0,0.0,155.0,0.0
2021-09-08,414.0,250.0,0.0,0.0,0.0
2021-09-09,345.0,232.0,311.0,0.0,0.0
2021-09-10,266.0,148.0,139.0,0.0,0.0
2021-09-11,389.0,369.0,15.0,66.0,0.0
2021-09-12,417.0,238.0,67.0,0.0,0.0
2021-09-13,334.0,153.0,0.0,16.0,0.0
2021-09-14,223.0,707.0,0.0,0.0,0.0
2021-09-15,278.0,276.0,0.0,0.0,0.0
2021-09-16,477.0,211.0,0.0,0.0,0.0
2021-09-17,318.0,254.0,10.0,17.0,0.0
2021-09-18,348.0,186.0,110.0,43.0,0.0
2021-09-19,405.0,344.0,68.0,95.0,0.0
2021-09-20,367.0,233.0,0.0,0.0,0.0
2021-09-21,221.0,337.0,0.0,0.0,0.0
2021-09-22,341.0,192.0,0.0,0.0,0.0
2021-09-23,288.0,410.0,0.0,53.0,0.0
2021-09-24,318.0,134.0,0.0,134.0,0.0
2021-09-25,342.0,619.0,0.0,32.0,0.0
2021-09-26,334.0,342.0,61.0,137.0,0.0
2021-09-27,365.0,299.0,0.0,83.0,0.0
2021-09-28,248.0,168.0,0.0,0.0,0.0
